Year,Phrase,Frequency,Corpus,Parent
1929,JOHN KENNEDY,1.3563934420091073e-9,en-US-2019,John Kennedy (All)
1930,JOHN KENNEDY,2.2475996619419902e-9,en-US-2019,John Kennedy (All)
1931,JOHN KENNEDY,4.532990927064162e-10,en-US-2019,John Kennedy (All)
1932,JOHN KENNEDY,2.008157640176478e-9,en-US-2019,John Kennedy (All)
1933,JOHN KENNEDY,8.179120714046917e-10,en-US-2019,John Kennedy (All)
1934,JOHN KENNEDY,5.287589810443194e-10,en-US-2019,John Kennedy (All)
1935,JOHN KENNEDY,2.1329547017501227e-9,en-US-2019,John Kennedy (All)
1936,JOHN KENNEDY,4.5790513047982984e-10,en-US-2019,John Kennedy (All)
1937,JOHN KENNEDY,4.384741458807184e-10,en-US-2019,John Kennedy (All)
1938,JOHN KENNEDY,1.0883285384011288e-9,en-US-2019,John Kennedy (All)
1939,JOHN KENNEDY,2.330070136835616e-9,en-US-2019,John Kennedy (All)
1940,JOHN KENNEDY,1.3894252415269648e-9,en-US-2019,John Kennedy (All)
1941,JOHN KENNEDY,2.6072606296168033e-9,en-US-2019,John Kennedy (All)
1942,JOHN KENNEDY,2.129847409548802e-9,en-US-2019,John Kennedy (All)
1943,JOHN KENNEDY,2.03080885441409e-9,en-US-2019,John Kennedy (All)
1944,JOHN KENNEDY,7.346250274764543e-10,en-US-2019,John Kennedy (All)
1945,JOHN KENNEDY,1.792408221845676e-9,en-US-2019,John Kennedy (All)
1946,JOHN KENNEDY,2.0060584304815166e-9,en-US-2019,John Kennedy (All)
1947,JOHN KENNEDY,3.3354377038108396e-9,en-US-2019,John Kennedy (All)
1948,JOHN KENNEDY,2.7082200926287214e-9,en-US-2019,John Kennedy (All)
1949,JOHN KENNEDY,6.1294223030472494e-9,en-US-2019,John Kennedy (All)
1950,JOHN KENNEDY,8.254545935670876e-10,en-US-2019,John Kennedy (All)
1951,JOHN KENNEDY,1.658794213099668e-9,en-US-2019,John Kennedy (All)
1952,JOHN KENNEDY,2.8497479931388625e-9,en-US-2019,John Kennedy (All)
1953,JOHN KENNEDY,4.188617452882681e-9,en-US-2019,John Kennedy (All)
1954,JOHN KENNEDY,1.7767503024401776e-9,en-US-2019,John Kennedy (All)
1955,JOHN KENNEDY,2.7518181067165415e-9,en-US-2019,John Kennedy (All)
1956,JOHN KENNEDY,2.8274189656229964e-9,en-US-2019,John Kennedy (All)
1957,JOHN KENNEDY,5.0016306651912146e-9,en-US-2019,John Kennedy (All)
1958,JOHN KENNEDY,7.753472530680483e-9,en-US-2019,John Kennedy (All)
1959,JOHN KENNEDY,8.365151238365343e-9,en-US-2019,John Kennedy (All)
1960,JOHN KENNEDY,1.750136924272283e-8,en-US-2019,John Kennedy (All)
1961,JOHN KENNEDY,7.353079922722827e-9,en-US-2019,John Kennedy (All)
1962,JOHN KENNEDY,6.999796742235276e-9,en-US-2019,John Kennedy (All)
1963,JOHN KENNEDY,8.870196133159425e-9,en-US-2019,John Kennedy (All)
1964,JOHN KENNEDY,1.1240649300248151e-8,en-US-2019,John Kennedy (All)
1965,JOHN KENNEDY,1.7687030506863266e-8,en-US-2019,John Kennedy (All)
1966,JOHN KENNEDY,6.473824143427009e-9,en-US-2019,John Kennedy (All)
1967,JOHN KENNEDY,5.313980810939256e-9,en-US-2019,John Kennedy (All)
1968,JOHN KENNEDY,3.96704624705535e-9,en-US-2019,John Kennedy (All)
1969,JOHN KENNEDY,1.3409049870460876e-8,en-US-2019,John Kennedy (All)
1970,JOHN KENNEDY,5.094568766850216e-9,en-US-2019,John Kennedy (All)
1971,JOHN KENNEDY,7.4073636113780594e-9,en-US-2019,John Kennedy (All)
1972,JOHN KENNEDY,7.879767949248162e-9,en-US-2019,John Kennedy (All)
1973,JOHN KENNEDY,6.800783936000698e-9,en-US-2019,John Kennedy (All)
1974,JOHN KENNEDY,5.098845345941072e-9,en-US-2019,John Kennedy (All)
1975,JOHN KENNEDY,3.999074404958947e-9,en-US-2019,John Kennedy (All)
1976,JOHN KENNEDY,6.075322023235685e-9,en-US-2019,John Kennedy (All)
1977,JOHN KENNEDY,4.611087511818823e-9,en-US-2019,John Kennedy (All)
1978,JOHN KENNEDY,5.933447067008046e-9,en-US-2019,John Kennedy (All)
1979,JOHN KENNEDY,3.177875962379062e-9,en-US-2019,John Kennedy (All)
1980,JOHN KENNEDY,7.101573107348713e-9,en-US-2019,John Kennedy (All)
1981,JOHN KENNEDY,4.282915355702244e-9,en-US-2019,John Kennedy (All)
1982,JOHN KENNEDY,4.424005162206868e-9,en-US-2019,John Kennedy (All)
1983,JOHN KENNEDY,3.6807372705283115e-9,en-US-2019,John Kennedy (All)
1984,JOHN KENNEDY,7.53315099188967e-9,en-US-2019,John Kennedy (All)
1985,JOHN KENNEDY,4.85497508861954e-9,en-US-2019,John Kennedy (All)
1986,JOHN KENNEDY,5.635313105045725e-9,en-US-2019,John Kennedy (All)
1987,JOHN KENNEDY,5.440205175233359e-9,en-US-2019,John Kennedy (All)
1988,JOHN KENNEDY,4.6580614920799235e-9,en-US-2019,John Kennedy (All)
1989,JOHN KENNEDY,8.760902225901646e-9,en-US-2019,John Kennedy (All)
1990,JOHN KENNEDY,4.55082505013138e-9,en-US-2019,John Kennedy (All)
1991,JOHN KENNEDY,4.279329779421914e-9,en-US-2019,John Kennedy (All)
1992,JOHN KENNEDY,2.8676823138340524e-9,en-US-2019,John Kennedy (All)
1993,JOHN KENNEDY,4.28390478646179e-9,en-US-2019,John Kennedy (All)
1994,JOHN KENNEDY,3.4989846575683714e-9,en-US-2019,John Kennedy (All)
1995,JOHN KENNEDY,4.078289261855161e-9,en-US-2019,John Kennedy (All)
1996,JOHN KENNEDY,3.967085770995027e-9,en-US-2019,John Kennedy (All)
1997,JOHN KENNEDY,2.225380546505562e-9,en-US-2019,John Kennedy (All)
1998,JOHN KENNEDY,3.1843816472587605e-9,en-US-2019,John Kennedy (All)
1999,JOHN KENNEDY,1.0582043685758435e-8,en-US-2019,John Kennedy (All)
2000,JOHN KENNEDY,3.2934741600598727e-9,en-US-2019,John Kennedy (All)
2001,JOHN KENNEDY,6.9183339057588e-9,en-US-2019,John Kennedy (All)
2002,JOHN KENNEDY,4.1164107678071105e-9,en-US-2019,John Kennedy (All)
2003,JOHN KENNEDY,4.200722880653984e-9,en-US-2019,John Kennedy (All)
2004,JOHN KENNEDY,3.200424369964594e-9,en-US-2019,John Kennedy (All)
2005,JOHN KENNEDY,2.0004193856948405e-9,en-US-2019,John Kennedy (All)
2006,JOHN KENNEDY,3.270332005200771e-9,en-US-2019,John Kennedy (All)
2007,JOHN KENNEDY,5.040051487270603e-9,en-US-2019,John Kennedy (All)
2008,JOHN KENNEDY,5.822343940309338e-9,en-US-2019,John Kennedy (All)
2009,JOHN KENNEDY,1.6730135055098572e-9,en-US-2019,John Kennedy (All)
2010,JOHN KENNEDY,1.8142671809329158e-9,en-US-2019,John Kennedy (All)
1850,John KENNEDY,0,en-US-2019,John Kennedy (All)
1851,John KENNEDY,0,en-US-2019,John Kennedy (All)
1852,John KENNEDY,8.188504874162561e-10,en-US-2019,John Kennedy (All)
1853,John KENNEDY,3.758015676424975e-9,en-US-2019,John Kennedy (All)
1854,John KENNEDY,0,en-US-2019,John Kennedy (All)
1855,John KENNEDY,1.4818687388284957e-9,en-US-2019,John Kennedy (All)
1856,John KENNEDY,6.694961252051712e-10,en-US-2019,John Kennedy (All)
1857,John KENNEDY,7.632870446805384e-10,en-US-2019,John Kennedy (All)
1858,John KENNEDY,1.6297967420086934e-9,en-US-2019,John Kennedy (All)
1859,John KENNEDY,7.3171460002185995e-9,en-US-2019,John Kennedy (All)
1860,John KENNEDY,4.3158783213925744e-9,en-US-2019,John Kennedy (All)
1861,John KENNEDY,6.131371854678491e-9,en-US-2019,John Kennedy (All)
1862,John KENNEDY,0,en-US-2019,John Kennedy (All)
1863,John KENNEDY,0,en-US-2019,John Kennedy (All)
1864,John KENNEDY,9.094867081671509e-10,en-US-2019,John Kennedy (All)
1865,John KENNEDY,0,en-US-2019,John Kennedy (All)
1866,John KENNEDY,0,en-US-2019,John Kennedy (All)
1867,John KENNEDY,1.5662821040152153e-9,en-US-2019,John Kennedy (All)
1868,John KENNEDY,6.628693149934861e-10,en-US-2019,John Kennedy (All)
1869,John KENNEDY,7.055978024084197e-10,en-US-2019,John Kennedy (All)
1870,John KENNEDY,1.3099253903803287e-9,en-US-2019,John Kennedy (All)
1871,John KENNEDY,1.3783003627310109e-9,en-US-2019,John Kennedy (All)
1872,John KENNEDY,1.6391339396903959e-9,en-US-2019,John Kennedy (All)
1873,John KENNEDY,0,en-US-2019,John Kennedy (All)
1874,John KENNEDY,5.981224959761278e-10,en-US-2019,John Kennedy (All)
1875,John KENNEDY,0,en-US-2019,John Kennedy (All)
1876,John KENNEDY,2.44618831857224e-8,en-US-2019,John Kennedy (All)
1877,John KENNEDY,1.1807715916134498e-9,en-US-2019,John Kennedy (All)
1878,John KENNEDY,1.715342001773479e-8,en-US-2019,John Kennedy (All)
1879,John KENNEDY,4.825360999660688e-9,en-US-2019,John Kennedy (All)
1880,John KENNEDY,1.794449255854147e-9,en-US-2019,John Kennedy (All)
1881,John KENNEDY,9.108507836863566e-10,en-US-2019,John Kennedy (All)
1882,John KENNEDY,8.915728710867654e-10,en-US-2019,John Kennedy (All)
1883,John KENNEDY,1.6464769547752667e-9,en-US-2019,John Kennedy (All)
1884,John KENNEDY,1.1713606751229122e-9,en-US-2019,John Kennedy (All)
1885,John KENNEDY,4.127157782196633e-10,en-US-2019,John Kennedy (All)
1886,John KENNEDY,3.7595479507324114e-10,en-US-2019,John Kennedy (All)
1887,John KENNEDY,1.461315402018215e-9,en-US-2019,John Kennedy (All)
1888,John KENNEDY,1.738556409947023e-9,en-US-2019,John Kennedy (All)
1889,John KENNEDY,2.5232067546454573e-9,en-US-2019,John Kennedy (All)
1890,John KENNEDY,6.00259397742775e-9,en-US-2019,John Kennedy (All)
1891,John KENNEDY,2.8193689605160444e-9,en-US-2019,John Kennedy (All)
1892,John KENNEDY,3.903685374950783e-9,en-US-2019,John Kennedy (All)
1893,John KENNEDY,1.461377574507594e-9,en-US-2019,John Kennedy (All)
1894,John KENNEDY,2.9068529805442722e-9,en-US-2019,John Kennedy (All)
1895,John KENNEDY,1.7095872495431763e-9,en-US-2019,John Kennedy (All)
1896,John KENNEDY,1.0413511164486522e-9,en-US-2019,John Kennedy (All)
1897,John KENNEDY,2.4562243350345625e-9,en-US-2019,John Kennedy (All)
1898,John KENNEDY,4.016139421025855e-9,en-US-2019,John Kennedy (All)
1899,John KENNEDY,3.6012304249766203e-9,en-US-2019,John Kennedy (All)
1900,John KENNEDY,2.1559862783959716e-9,en-US-2019,John Kennedy (All)
1901,John KENNEDY,1.5527552577054848e-9,en-US-2019,John Kennedy (All)
1902,John KENNEDY,9.938042611068454e-10,en-US-2019,John Kennedy (All)
1903,John KENNEDY,1.1773523267422092e-9,en-US-2019,John Kennedy (All)
1904,John KENNEDY,1.7064940571742682e-9,en-US-2019,John Kennedy (All)
1905,John KENNEDY,7.463138440577666e-10,en-US-2019,John Kennedy (All)
1906,John KENNEDY,7.021527803630079e-10,en-US-2019,John Kennedy (All)
1907,John KENNEDY,3.4864700015901917e-10,en-US-2019,John Kennedy (All)
1908,John KENNEDY,5.048080842229297e-10,en-US-2019,John Kennedy (All)
1909,John KENNEDY,3.048472307920491e-10,en-US-2019,John Kennedy (All)
1910,John KENNEDY,5.638915445693726e-10,en-US-2019,John Kennedy (All)
1911,John KENNEDY,8.034721221683583e-10,en-US-2019,John Kennedy (All)
1912,John KENNEDY,5.334440666970863e-10,en-US-2019,John Kennedy (All)
1913,John KENNEDY,8.022220665537816e-10,en-US-2019,John Kennedy (All)
1914,John KENNEDY,5.44197298335547e-10,en-US-2019,John Kennedy (All)
1915,John KENNEDY,1.4550339821894909e-9,en-US-2019,John Kennedy (All)
1916,John KENNEDY,2.532951626221802e-10,en-US-2019,John Kennedy (All)
1917,John KENNEDY,2.59073956732081e-10,en-US-2019,John Kennedy (All)
1918,John KENNEDY,2.858204783962037e-10,en-US-2019,John Kennedy (All)
1919,John KENNEDY,1.3810816379411506e-10,en-US-2019,John Kennedy (All)
1920,John KENNEDY,3.9685654762422473e-10,en-US-2019,John Kennedy (All)
1921,John KENNEDY,4.0845099524844386e-10,en-US-2019,John Kennedy (All)
1922,John KENNEDY,4.021005750587392e-10,en-US-2019,John Kennedy (All)
1923,John KENNEDY,0,en-US-2019,John Kennedy (All)
1924,John KENNEDY,0,en-US-2019,John Kennedy (All)
1925,John KENNEDY,1.6952914627665905e-9,en-US-2019,John Kennedy (All)
1926,John KENNEDY,1.7557837406201315e-9,en-US-2019,John Kennedy (All)
1927,John KENNEDY,1.694088980208619e-9,en-US-2019,John Kennedy (All)
1928,John KENNEDY,0,en-US-2019,John Kennedy (All)
1929,John KENNEDY,0,en-US-2019,John Kennedy (All)
1930,John KENNEDY,4.495199212861678e-10,en-US-2019,John Kennedy (All)
1931,John KENNEDY,2.266495463532081e-10,en-US-2019,John Kennedy (All)
1932,John KENNEDY,5.020394100441194e-10,en-US-2019,John Kennedy (All)
1933,John KENNEDY,0,en-US-2019,John Kennedy (All)
1934,John KENNEDY,2.643794905221597e-10,en-US-2019,John Kennedy (All)
1935,John KENNEDY,4.739899583938723e-10,en-US-2019,John Kennedy (All)
1936,John KENNEDY,6.868576818419569e-10,en-US-2019,John Kennedy (All)
1937,John KENNEDY,6.577112188210776e-10,en-US-2019,John Kennedy (All)
1938,John KENNEDY,4.353314098093364e-10,en-US-2019,John Kennedy (All)
1939,John KENNEDY,1.9417251140296798e-10,en-US-2019,John Kennedy (All)
1940,John KENNEDY,3.969786444013579e-10,en-US-2019,John Kennedy (All)
1941,John KENNEDY,5.586986984162934e-10,en-US-2019,John Kennedy (All)
1942,John KENNEDY,4.2596948190976036e-10,en-US-2019,John Kennedy (All)
1943,John KENNEDY,1.1282271783485953e-9,en-US-2019,John Kennedy (All)
1944,John KENNEDY,1.2243750457940905e-9,en-US-2019,John Kennedy (All)
1945,John KENNEDY,2.240510277307095e-10,en-US-2019,John Kennedy (All)
1946,John KENNEDY,8.024234054992974e-10,en-US-2019,John Kennedy (All)
1947,John KENNEDY,1.4043948226571956e-9,en-US-2019,John Kennedy (All)
1948,John KENNEDY,1.083288014847028e-9,en-US-2019,John Kennedy (All)
1949,John KENNEDY,1.2258845050183709e-9,en-US-2019,John Kennedy (All)
1950,John KENNEDY,3.301818263246048e-10,en-US-2019,John Kennedy (All)
1951,John KENNEDY,6.635176852398672e-10,en-US-2019,John Kennedy (All)
1952,John KENNEDY,8.38161207106225e-10,en-US-2019,John Kennedy (All)
1953,John KENNEDY,1.675447003357533e-9,en-US-2019,John Kennedy (All)
1954,John KENNEDY,6.460910140226872e-10,en-US-2019,John Kennedy (All)
1955,John KENNEDY,2.2931816445748154e-9,en-US-2019,John Kennedy (All)
1956,John KENNEDY,1.099551893979367e-9,en-US-2019,John Kennedy (All)
1957,John KENNEDY,3.4296894213525775e-9,en-US-2019,John Kennedy (All)
1958,John KENNEDY,3.5110065965682224e-9,en-US-2019,John Kennedy (All)
1959,John KENNEDY,6.373448435681439e-9,en-US-2019,John Kennedy (All)
1960,John KENNEDY,1.0294922248021976e-8,en-US-2019,John Kennedy (All)
1961,John KENNEDY,1.4231766876093843e-9,en-US-2019,John Kennedy (All)
1962,John KENNEDY,2.639267471238327e-9,en-US-2019,John Kennedy (All)
1963,John KENNEDY,1.1755681983416366e-9,en-US-2019,John Kennedy (All)
1964,John KENNEDY,7.025405812655094e-10,en-US-2019,John Kennedy (All)
1965,John KENNEDY,9.254841337735797e-10,en-US-2019,John Kennedy (All)
1966,John KENNEDY,1.9524231120726654e-9,en-US-2019,John Kennedy (All)
1967,John KENNEDY,3.664814285375684e-10,en-US-2019,John Kennedy (All)
1968,John KENNEDY,5.40960831685311e-10,en-US-2019,John Kennedy (All)
1969,John KENNEDY,7.992148609581307e-10,en-US-2019,John Kennedy (All)
1970,John KENNEDY,8.937840051403967e-11,en-US-2019,John Kennedy (All)
1971,John KENNEDY,8.924534722343225e-11,en-US-2019,John Kennedy (All)
1972,John KENNEDY,3.622881716847104e-10,en-US-2019,John Kennedy (All)
1973,John KENNEDY,3.4875816123935977e-10,en-US-2019,John Kennedy (All)
1974,John KENNEDY,4.472671677469009e-10,en-US-2019,John Kennedy (All)
1975,John KENNEDY,6.085548176493205e-10,en-US-2019,John Kennedy (All)
1976,John KENNEDY,3.2401717420249554e-10,en-US-2019,John Kennedy (All)
1977,John KENNEDY,4.770090433758867e-10,en-US-2019,John Kennedy (All)
1978,John KENNEDY,1.58225252344657e-10,en-US-2019,John Kennedy (All)
1979,John KENNEDY,3.177876017890213e-10,en-US-2019,John Kennedy (All)
1980,John KENNEDY,1.1171014113742217e-9,en-US-2019,John Kennedy (All)
1981,John KENNEDY,4.848583201599865e-10,en-US-2019,John Kennedy (All)
1982,John KENNEDY,1.5282927146031966e-9,en-US-2019,John Kennedy (All)
1983,John KENNEDY,3.9156777820181787e-10,en-US-2019,John Kennedy (All)
1984,John KENNEDY,2.3060665876872832e-10,en-US-2019,John Kennedy (All)
1985,John KENNEDY,6.722273293569003e-10,en-US-2019,John Kennedy (All)
1986,John KENNEDY,9.767875397415082e-10,en-US-2019,John Kennedy (All)
1987,John KENNEDY,1.5649905815706688e-9,en-US-2019,John Kennedy (All)
1988,John KENNEDY,1.4787495672408113e-9,en-US-2019,John Kennedy (All)
1989,John KENNEDY,1.3210884608483298e-9,en-US-2019,John Kennedy (All)
1990,John KENNEDY,6.69238997552668e-10,en-US-2019,John Kennedy (All)
1991,John KENNEDY,9.663002620285965e-10,en-US-2019,John Kennedy (All)
1992,John KENNEDY,8.669737150412971e-10,en-US-2019,John Kennedy (All)
1993,John KENNEDY,4.613435744538208e-10,en-US-2019,John Kennedy (All)
1994,John KENNEDY,8.58241533396864e-10,en-US-2019,John Kennedy (All)
1995,John KENNEDY,8.921257621530287e-10,en-US-2019,John Kennedy (All)
1996,John KENNEDY,6.611809988399386e-10,en-US-2019,John Kennedy (All)
1997,John KENNEDY,9.441007975397042e-10,en-US-2019,John Kennedy (All)
1998,John KENNEDY,7.297541460005164e-10,en-US-2019,John Kennedy (All)
1999,John KENNEDY,5.989836404651783e-10,en-US-2019,John Kennedy (All)
2000,John KENNEDY,7.318831096725376e-10,en-US-2019,John Kennedy (All)
2001,John KENNEDY,4.897935390602015e-10,en-US-2019,John Kennedy (All)
2002,John KENNEDY,2.9829061443109595e-10,en-US-2019,John Kennedy (All)
2003,John KENNEDY,1.7263243612397616e-10,en-US-2019,John Kennedy (All)
2004,John KENNEDY,4.5720346952826674e-10,en-US-2019,John Kennedy (All)
2005,John KENNEDY,3.125655290148188e-10,en-US-2019,John Kennedy (All)
2006,John KENNEDY,6.289099796497055e-11,en-US-2019,John Kennedy (All)
2007,John KENNEDY,1.9139435869508503e-10,en-US-2019,John Kennedy (All)
2008,John KENNEDY,9.158743208281805e-10,en-US-2019,John Kennedy (All)
2009,John KENNEDY,2.8775830607230546e-9,en-US-2019,John Kennedy (All)
2010,John KENNEDY,3.155247174646547e-10,en-US-2019,John Kennedy (All)
1850,JoHN KENNEDY,0,en-US-2019,John Kennedy (All)
1851,JoHN KENNEDY,0,en-US-2019,John Kennedy (All)
1852,JoHN KENNEDY,8.188504874162561e-10,en-US-2019,John Kennedy (All)
1853,JoHN KENNEDY,7.516031685916857e-10,en-US-2019,John Kennedy (All)
1854,JoHN KENNEDY,0,en-US-2019,John Kennedy (All)
1855,JoHN KENNEDY,1.4818687388284957e-9,en-US-2019,John Kennedy (All)
1856,JoHN KENNEDY,0,en-US-2019,John Kennedy (All)
1857,JoHN KENNEDY,0,en-US-2019,John Kennedy (All)
1858,JoHN KENNEDY,8.148983710043467e-10,en-US-2019,John Kennedy (All)
1859,JoHN KENNEDY,1.463429155634799e-9,en-US-2019,John Kennedy (All)
1860,JoHN KENNEDY,7.193130535654291e-10,en-US-2019,John Kennedy (All)
1861,JoHN KENNEDY,2.043790692241032e-9,en-US-2019,John Kennedy (All)
1862,JoHN KENNEDY,0,en-US-2019,John Kennedy (All)
1863,JoHN KENNEDY,2.2847166381012585e-9,en-US-2019,John Kennedy (All)
1864,JoHN KENNEDY,3.6379468326686037e-9,en-US-2019,John Kennedy (All)
1865,JoHN KENNEDY,0,en-US-2019,John Kennedy (All)
1866,JoHN KENNEDY,0,en-US-2019,John Kennedy (All)
1867,JoHN KENNEDY,7.831410520076076e-10,en-US-2019,John Kennedy (All)
1868,JoHN KENNEDY,6.628693149934861e-10,en-US-2019,John Kennedy (All)
1869,JoHN KENNEDY,7.055978024084197e-10,en-US-2019,John Kennedy (All)
1870,JoHN KENNEDY,1.964888030059342e-9,en-US-2019,John Kennedy (All)
1871,JoHN KENNEDY,6.891501813655054e-10,en-US-2019,John Kennedy (All)
1872,JoHN KENNEDY,0,en-US-2019,John Kennedy (All)
1873,JoHN KENNEDY,0,en-US-2019,John Kennedy (All)
1874,JoHN KENNEDY,1.1962449919522555e-9,en-US-2019,John Kennedy (All)
1875,JoHN KENNEDY,1.868364352120011e-9,en-US-2019,John Kennedy (All)
1876,JoHN KENNEDY,3.868390763273055e-8,en-US-2019,John Kennedy (All)
1877,JoHN KENNEDY,5.9038578470449465e-9,en-US-2019,John Kennedy (All)
1878,JoHN KENNEDY,5.914972511789074e-9,en-US-2019,John Kennedy (All)
1879,JoHN KENNEDY,2.680756061579359e-9,en-US-2019,John Kennedy (All)
1880,JoHN KENNEDY,3.1402862532559084e-9,en-US-2019,John Kennedy (All)
1881,JoHN KENNEDY,4.554253918431783e-10,en-US-2019,John Kennedy (All)
1882,JoHN KENNEDY,1.3373593343857237e-9,en-US-2019,John Kennedy (All)
1883,JoHN KENNEDY,4.1161923869381667e-10,en-US-2019,John Kennedy (All)
1884,JoHN KENNEDY,3.9045355837430407e-10,en-US-2019,John Kennedy (All)
1885,JoHN KENNEDY,8.254315564393266e-10,en-US-2019,John Kennedy (All)
1886,JoHN KENNEDY,7.519095901464823e-10,en-US-2019,John Kennedy (All)
1887,JoHN KENNEDY,2.92263080403643e-9,en-US-2019,John Kennedy (All)
1888,JoHN KENNEDY,1.3908451057531579e-9,en-US-2019,John Kennedy (All)
1889,JoHN KENNEDY,2.2078059380703507e-9,en-US-2019,John Kennedy (All)
1890,JoHN KENNEDY,2.2114821085494896e-9,en-US-2019,John Kennedy (All)
1891,JoHN KENNEDY,1.2530528836762755e-9,en-US-2019,John Kennedy (All)
1892,JoHN KENNEDY,9.008505053031968e-10,en-US-2019,John Kennedy (All)
1893,JoHN KENNEDY,0,en-US-2019,John Kennedy (All)
1894,JoHN KENNEDY,1.1627412366266299e-9,en-US-2019,John Kennedy (All)
1895,JoHN KENNEDY,2.4422674993473947e-10,en-US-2019,John Kennedy (All)
1896,JoHN KENNEDY,7.810133650920648e-10,en-US-2019,John Kennedy (All)
1897,JoHN KENNEDY,9.824897562182855e-10,en-US-2019,John Kennedy (All)
1898,JoHN KENNEDY,4.72486993974286e-10,en-US-2019,John Kennedy (All)
1899,JoHN KENNEDY,2.7538822333639246e-9,en-US-2019,John Kennedy (All)
1900,JoHN KENNEDY,1.5679899600939962e-9,en-US-2019,John Kennedy (All)
1901,JoHN KENNEDY,7.763776288527424e-10,en-US-2019,John Kennedy (All)
1902,JoHN KENNEDY,9.938042611068454e-10,en-US-2019,John Kennedy (All)
1903,JoHN KENNEDY,1.3735776960288604e-9,en-US-2019,John Kennedy (All)
1904,JoHN KENNEDY,7.584418093564693e-10,en-US-2019,John Kennedy (All)
1905,JoHN KENNEDY,7.463138440577666e-10,en-US-2019,John Kennedy (All)
1906,JoHN KENNEDY,2.281996591690927e-9,en-US-2019,John Kennedy (All)
1907,JoHN KENNEDY,1.0459410004770575e-9,en-US-2019,John Kennedy (All)
1908,JoHN KENNEDY,6.730774271268558e-10,en-US-2019,John Kennedy (All)
1909,JoHN KENNEDY,4.5727083231028587e-10,en-US-2019,John Kennedy (All)
1910,JoHN KENNEDY,9.868101891186143e-10,en-US-2019,John Kennedy (All)
1911,JoHN KENNEDY,1.2052081554969618e-9,en-US-2019,John Kennedy (All)
1912,JoHN KENNEDY,4.0008305002281475e-10,en-US-2019,John Kennedy (All)
1913,JoHN KENNEDY,9.359256702978769e-10,en-US-2019,John Kennedy (All)
